idRuta,idViaje,accesoMinus
6000071801AV006,0316112024-09-30,1
0430760000AV006,0316212024-03-19,1
7180160000AV006,0316222024-03-19,2
7060060000AV006,0316232024-03-19,2
7180104040AV006,0316242024-03-19,2
6000004307AV006,0316312024-03-20,1
6000071801AV006,0316322024-03-20,1
6000071801AV006,0316332024-03-20,1
7180160000AV006,0317012024-03-19,1
6000071801AV006,0317112024-03-19,1
6000071801AV006,0317112024-05-04,1
6000071801AV006,0317112024-09-09,1
7180160000AV006,0317232024-03-20,1
6000071801AV006,0317312024-03-19,1
7180160000AV006,0318012024-03-19,1
7180160000AV006,0318012024-05-01,1
7180160000AV006,0318012024-09-02,1
7180160000AV006,0318212024-03-19,1
7060060000AV006,0318222024-03-19,1
7180104040AV006,0318232024-03-19,1
6000071801AV006,0318312024-03-20,1
7180160000AV006,0319012024-03-19,1
7180160000AV006,0319012024-03-30,1
7180160000AV006,0319012024-05-01,1
7180160000AV006,0319012024-09-10,1
7180160000AV006,0319012024-09-12,1
7180160000AV006,0319012024-09-25,1
6000004307AV006,0319112024-03-20,1
6000004307AV006,0319112024-05-01,1
6000071801AV006,0319122024-03-20,1
6000071801AV006,0319122024-05-01,1
6000071801AV006,0319132024-03-20,1
6000071801AV006,0319132024-05-01,1
0430760000AV006,0319212024-03-19,1
7180160000AV006,0319222024-03-19,2
6000071801AV006,0320112024-03-19,1
6000071801AV006,0320112024-04-02,1
6000071801AV006,0320112024-05-01,1
6000071801AV006,0320112024-09-06,1
7180160000AV006,0320212024-03-19,1
6000071801AV006,0320312024-03-19,1
6000071801AV006,0321112024-03-19,1
6000071801AV006,0321112024-03-30,1
6000071801AV006,0321112024-05-04,1
6000071801AV006,0321112024-05-16,1
6000071801AV006,0321112024-05-21,1
6000071801AV006,0321112024-09-12,1
6000071801AV006,0321112024-11-02,1
7180160000AV006,0326012024-03-19,1
7180160000AV006,0326012024-04-02,1
7180160000AV006,0326012024-05-03,1
7180160000AV006,0326012024-05-16,1
7180160000AV006,0326012024-05-21,1
7180160000AV006,0326012024-09-06,1
7180160000AV006,0326012024-09-12,1
7180160000AV006,0326012024-09-25,1
7180160000AV006,0327012024-03-19,1
7180160000AV006,0327012024-04-02,1
7180160000AV006,0327012024-05-03,1
7180160000AV006,0327012024-05-16,1
7180160000AV006,0327012024-05-21,1
7180160000AV006,0327012024-08-23,1
7180160000AV006,0327012024-09-12,1
7180160000AV006,0327012024-09-25,1
7420060000AV006,0327212024-03-19,1
7420060000AV006,0327212024-04-08,1
7420060000AV006,0327212024-10-01,1
7420004040AV006,0327222024-03-19,2
7420004040AV006,0327222024-04-08,2
7420004040AV006,0327222024-10-01,2
7060060000AV006,0327232024-03-19,2
7060060000AV006,0327232024-04-08,2
7060060000AV006,0327232024-10-01,2
6000074200AV006,0339312024-03-19,1
6000074200AV006,0339312024-04-08,1
6000074200AV006,0339312024-10-01,1
0404074200AV006,0339322024-03-19,2
0404074200AV006,0339322024-04-08,2
0404074200AV006,0339322024-10-01,2
6000070600AV006,0339332024-03-19,2
6000070600AV006,0339332024-04-08,2
6000070600AV006,0339332024-10-01,2
7180160000AV006,0361012024-03-19,1
7180160000AV006,0361012024-03-30,1
7180160000AV006,0361012024-05-04,1
7180160000AV006,0361012024-05-16,1
7180160000AV006,0361012024-05-21,1
7180160000AV006,0361012024-09-12,1
7180160000AV006,0361012024-11-02,1
0430760000AV006,0366212024-03-20,1
0430760000AV006,0366212024-04-08,1
0430760000AV006,0366212024-05-01,1
7180160000AV006,0366222024-03-20,1
7180160000AV006,0366222024-04-08,1
7180160000AV006,0366222024-05-01,1
7420051003AV006,0387212024-04-08,1
7420004040AV006,0387222024-04-08,2
7060051003AV006,0387232024-04-08,2
6000051003AV006,0387242024-04-08,2
7180105000AV006,0393012024-03-19,1
0500071801AV006,0393112024-03-19,1
7180151003AV006,0394012024-03-19,1
5100371801AV006,0394112024-03-19,1
7180151003AV006,0394212024-03-19,1
5100371801AV006,0394312024-03-19,1
5100371801AV006,0394312024-06-29,1
5100371801AV006,0394312024-07-01,1
5100371801AV006,0394312024-07-06,1
5100371801AV006,0394312024-07-08,1
5100371801AV006,0394312024-07-13,1
5100371801AV006,0394312024-07-15,1
5100371801AV006,0394312024-07-20,1
5100371801AV006,0394312024-07-22,1
5100303216AV006,0398112024-03-19,1
5100303216AV006,0398112024-04-02,1
5100303216AV006,0398112024-04-08,1
5100303216AV006,0398112024-04-27,1
5100303216AV006,0398112024-04-28,1
5100303216AV006,0398112024-05-04,1
5100303216AV006,0398112024-05-05,1
5100303216AV006,0398112024-05-11,1
5100303216AV006,0398112024-05-12,1
0321651003AV006,0398212024-03-19,1
0321651003AV006,0398212024-04-02,1
0321651003AV006,0398212024-04-08,1
7180154413AV006,0399012024-03-19,1
7180154413AV006,0399022024-03-19,2
5441371801AV006,0399112024-03-19,1
5441371801AV006,0399122024-03-19,2
7180154413AV006,0399212024-03-19,1
7180154413AV006,0399212024-05-31,1
5441371801AV006,0399312024-03-19,1
5441371801AV006,0399312024-05-31,1
5441371801AV006,0399312024-06-29,1
5441371801AV006,0399312024-07-22,1
5441371801AV006,0399322024-06-29,1
5441371801AV006,0399332024-06-29,1
2210017000AV006,0405412024-03-19,1
2210017000AV006,0405412024-04-01,1
2210017000AV006,0405412024-05-04,1
1160017000GL023,0405612024-04-08,1
1160010600GL023,0405622024-04-08,2
2101017000GL023,0406412024-03-19,1
2101017000GL023,0406412024-03-30,1
2101017000GL023,0406412024-04-01,1
2101017000GL023,0406412024-04-08,1
2101017000GL023,0406412024-05-03,1
2210017000GL023,0406422024-03-19,2
2210017000GL023,0406422024-04-01,2
2210017000GL023,0406422024-04-08,2
2210017000GL023,0406422024-05-03,2
3141217000GL023,0406432024-03-19,2
3141217000GL023,0406432024-04-01,2
3141217000GL023,0406432024-04-08,2
3141217000GL023,0406432024-05-03,2
1700015410GL023,0407112024-03-19,1
1700015410GL023,0407112024-04-01,1
1700015410GL023,0407112024-05-04,1
1700010600GL023,0407122024-03-19,2
1700010600GL023,0407122024-04-01,2
1422360911GL023,0407212024-03-19,1
1060060911GL023,0407222024-03-19,2
1700014223GL023,0407312024-03-19,1
1700014223GL023,0407312024-04-01,1
1541017000GL023,0408012024-03-19,1
1541017000GL023,0408012024-04-01,1
1160017000GL023,0408612024-03-19,1
1160017000GL023,0408612024-04-06,1
1160017000GL023,0408612024-04-08,1
1160011200GL023,0408622024-03-19,2
1160011200GL023,0408622024-04-06,2
1160011200GL023,0408622024-04-08,2
1060017000GL023,0408632024-03-19,2
1060017000GL023,0408632024-04-06,2
1060017000GL023,0408632024-04-08,2
1700011600GL023,0408712024-03-19,1
1700011600GL023,0408712024-04-08,1
2020017000GL026,0408812024-03-19,1
2020017000GL026,0408812024-04-01,1
2020017000GL026,0408812024-04-08,1
1060008004GL026,0408822024-03-19,1
1060008004GL026,0408822024-04-01,1
1700015410GL023,0409112024-04-08,1
1700010600GL023,0409122024-04-08,2
1510015410GL023,0409132024-04-08,2
1700021010GL023,0409512024-03-19,1
1700021010GL023,0409512024-03-30,1
1700021010GL023,0409512024-04-01,1
1700021010GL023,0409512024-04-08,1
1700021010GL023,0409512024-05-03,1
1700022100GL023,0409522024-03-19,2
1700022100GL023,0409522024-03-30,2
1700022100GL023,0409522024-04-01,2
1700022100GL023,0409522024-04-08,2
1700022100GL023,0409522024-05-03,2
3141221010GL023,0409532024-03-19,2
3141221010GL023,0409532024-03-30,2
3141221010GL023,0409532024-04-01,2
3141221010GL023,0409532024-04-08,2
3141221010GL023,0409532024-05-03,2
1700015100GL026,0409912024-03-19,1
1700015100GL026,0409912024-03-28,1
1700015100GL026,0409912024-03-29,1
1700015100GL026,0409912024-04-01,1
1700010600GL026,0409922024-03-19,2
1700010600GL026,0409922024-03-29,2
1700010600GL026,0409922024-04-01,2
1700015410GL023,0410112024-03-19,1
1700015410GL023,0410112024-04-01,1
1700015410GL023,0410122024-03-24,1
1541065300GL023,0411012024-03-19,1
1541065300GL023,0411012024-03-29,1
1541065300GL023,0411012024-03-30,1
1541065300GL023,0411012024-04-01,1
1541065300GL023,0411012024-04-02,1
1510065300GL023,0411022024-03-19,2
1510065300GL023,0411022024-03-29,2
1510065300GL023,0411022024-03-30,2
1510065300GL023,0411022024-04-01,2
1510065300GL023,0411022024-04-02,2
1541065312GL023,0411032024-03-22,1
1510065312GL023,0411042024-03-22,2
1541017000GL023,0411052024-03-23,1
6530015410GL023,0411112024-03-19,1
6530015410GL023,0411112024-04-01,1
6530015410GL023,0411112024-04-02,1
6531215410GL023,0411122024-03-19,1
6530015100GL023,0411132024-03-19,2
6530015100GL023,0411132024-04-01,2
6530015100GL023,0411132024-04-02,2
6531215100GL023,0411142024-03-19,2
2030917000GL023,0411412024-03-19,1
2030917000GL023,0411412024-04-01,1
2210017000GL023,0411422024-03-19,2
2210017000GL023,0411422024-04-01,2
1700008223GL023,0411512024-03-19,1
1700008223GL023,0411512024-04-01,1
1700008223GL023,0411512024-04-08,1
2101017000GL023,0413412024-03-19,1
2101017000GL023,0413412024-04-01,1
2210017000GL023,0413422024-03-19,2
2210017000GL023,0413422024-04-01,2
2101031412GL023,0413432024-03-19,2
2101031412GL023,0413432024-04-01,2
1541060911GL023,0414012024-03-19,1
1541060911GL023,0414012024-04-01,1
1541060911GL023,0414012024-04-08,1
1541015100GL023,0414022024-03-19,2
1541015100GL023,0414022024-04-01,2
1541015100GL023,0414022024-04-08,2
1060060911GL023,0414032024-03-19,2
1060060911GL023,0414032024-04-01,2
1060060911GL023,0414032024-04-08,2
1422317000GL023,0414212024-03-19,1
1422317000GL023,0414212024-04-08,1
1422317000GL023,0414212024-05-07,1
6091114223GL023,0414312024-03-19,1
1700031412GL023,0414512024-03-19,1
1700031412GL023,0414512024-04-01,1
1700031412GL023,0414512024-04-08,1
1700022100GL023,0414522024-03-19,2
1700022100GL023,0414522024-04-01,2
1700022100GL023,0414522024-04-08,2
1700015100AV006,0414912024-03-19,2
1700015100AV006,0414912024-04-01,2
1700015100AV006,0414922024-03-19,1
1700015100AV006,0414922024-04-01,1
1060015100AV006,0414932024-03-19,2
1060015100AV006,0414932024-04-01,2
1700011600GL023,0415712024-03-27,1
1700008223GL023,0416512024-03-19,1
1700008223GL023,0416512024-04-01,1
1700008223GL023,0416512024-04-08,1
1160017000GL026,0416612024-04-08,1
1700011600GL023,0416712024-03-19,1
1700011600GL023,0416712024-04-04,1
1700011600GL023,0416712024-04-05,1
1700011600GL023,0416712024-04-06,1
1700011600GL023,0416712024-04-08,1
1700010600GL023,0416722024-03-19,2
1700010600GL023,0416722024-04-06,2
1700010600GL023,0416722024-04-08,2
1120011600GL023,0416732024-03-19,2
1120011600GL023,0416732024-04-06,2
1120011600GL023,0416732024-04-08,2
1700021010GL023,0417512024-03-19,1
1700021010GL023,0417512024-04-01,1
1700021010GL023,0417512024-04-08,1
1700022100GL023,0417522024-03-19,2
1700022100GL023,0417522024-04-01,2
1700022100GL023,0417522024-04-08,2
1160017000GL023,0417612024-03-19,1
1160017000GL023,0417612024-04-06,1
1160017000GL023,0417612024-04-08,1
1160010600GL023,0417622024-03-19,2
1160010600GL023,0417622024-04-06,2
1160010600GL023,0417622024-04-08,2
1510017000AV006,0417812024-03-19,2
1510017000AV006,0417812024-04-01,2
1510017000AV006,0417822024-03-19,1
1510017000AV006,0417822024-04-01,1
1510010600AV006,0417832024-03-19,2
1510010600AV006,0417832024-04-01,2
1700020200GL026,0417912024-03-19,1
1700020200GL026,0417912024-04-01,1
1700020200GL026,0417912024-04-08,1
1700020200GL026,0417912024-05-03,1
1700010600GL026,0417922024-03-19,1
1700010600GL026,0417922024-04-01,1
1700010600GL026,0417922024-04-08,1
0800410600GL026,0417932024-03-19,1
0800410600GL026,0417932024-04-01,1
0800410600GL026,0417932024-04-08,1
0800410600GL026,0417932024-05-03,1
1541017000GL023,0418012024-03-19,1
1541017000GL023,0418012024-04-01,1
6091115410GL023,0418112024-03-19,1
6091115410GL023,0418112024-04-01,1
0822317000GL023,0418412024-03-19,1
0822317000GL023,0418412024-04-01,1
1700008223GL023,0418512024-03-19,1
1700008223GL023,0418512024-04-01,1
1700008223GL023,0418512024-04-08,1
1320017000GL023,0418612024-03-19,1
1320017000GL023,0418612024-03-31,1
1320017000GL023,0418612024-04-01,1
1320017000GL023,0418612024-04-08,1
1320017000GL023,0418612024-05-07,1
1320017000GL023,0418612024-06-16,1
1320017000GL023,0418612024-10-14,1
1320011200GL023,0418622024-03-19,2
1320011200GL023,0418622024-03-31,2
1320011200GL023,0418622024-04-01,2
1320011200GL023,0418622024-04-08,2
1320011200GL023,0418622024-05-07,2
1320011200GL023,0418622024-06-16,2
1320011200GL023,0418622024-10-14,2
1060017000GL023,0418632024-03-19,2
1060017000GL023,0418632024-03-31,2
1060017000GL023,0418632024-04-01,2
1060017000GL023,0418632024-04-08,2
1060017000GL023,0418632024-05-07,2
1060017000GL023,0418632024-06-16,2
1060017000GL023,0418632024-10-14,2
1060008004GL023,0418642024-03-19,2
1060008004GL023,0418642024-04-08,2
1060008004GL023,0418642024-05-07,2
1700013200GL023,0418712024-03-19,1
1700013200GL023,0418712024-04-08,1
1700013200GL023,0418712024-05-07,1
1510017000GL026,0418812024-03-19,1
1510017000GL026,0418812024-04-01,1
1422317000GL023,0419212024-03-19,1
1422317000GL023,0419212024-03-30,1
1700014223GL023,0419312024-03-19,1
1700014223GL023,0419312024-04-01,1
1700014223GL023,0419312024-04-08,1
1700014223GL023,0419312024-05-07,1
1700010600GL023,0419322024-03-19,2
1700010600GL023,0419322024-04-01,2
1700010600GL023,0419322024-04-08,2
1700010600GL023,0419322024-05-07,2
1510017000GL026,0419812024-03-28,1
3141217000GL023,0420412024-03-19,1
3141217000GL023,0420412024-04-01,1
2210017000GL023,0420422024-03-19,2
2210017000GL023,0420422024-04-01,2
1700022100AV006,0420512024-03-19,1
1700022100AV006,0420512024-03-30,1
1700022100AV006,0420512024-04-01,1
1700022100AV006,0420512024-04-08,1
1700022100AV006,0420512024-05-03,1
0822317000GL023,0425412024-03-19,1
0822317000GL023,0425412024-04-01,1
1151117000GL026,0425612024-03-19,1
1151117000GL026,0425612024-03-30,1
1151110600GL026,0425622024-03-19,2
1151110600GL026,0425622024-03-30,2
1700011600GL026,0425712024-03-19,1
1700011600GL026,0425712024-03-28,1
1700011600GL026,0425712024-03-30,1
1700011600GL026,0425712024-04-08,1
1320017000GL023,0426612024-03-19,1
1700013200GL023,0426712024-03-19,1
1700013200GL023,0426712024-03-30,1
1700013200GL023,0426712024-03-31,1
1700013200GL023,0426712024-04-08,1
1700013200GL023,0426712024-05-07,1
1700013200GL023,0426712024-06-15,1
1700013200GL023,0426712024-10-13,1
1120013200GL023,0426722024-03-19,2
1120013200GL023,0426722024-03-30,2
1120013200GL023,0426722024-03-31,2
1120013200GL023,0426722024-04-08,2
1120013200GL023,0426722024-05-07,2
1120013200GL023,0426722024-06-15,2
1120013200GL023,0426722024-10-13,2
1700010600GL023,0426732024-03-19,2
1700010600GL023,0426732024-03-30,2
1700010600GL023,0426732024-03-31,2
1700010600GL023,0426732024-04-08,2
1700010600GL023,0426732024-05-07,2
1700010600GL023,0426732024-06-15,2
1700010600GL023,0426732024-10-13,2
1541017000GL023,0427012024-03-19,1
1541017000GL023,0427012024-04-01,1
1700008223GL023,0427512024-03-19,1
1700008223GL023,0427512024-04-01,1
1700008223GL023,0427512024-04-08,1
1700008223GL023,0427512024-05-03,1
1160017000GL026,0428612024-04-08,1
2020010600GL026,0428812024-04-08,1
1700020309GL023,0432512024-03-19,1
1700020309GL023,0432512024-04-01,1
1700022100GL023,0432522024-03-19,2
1700022100GL023,0432522024-04-01,2
0800422100GL023,0432532024-03-19,2
0800422100GL023,0432532024-04-01,2
1422310600GL023,0434212024-04-08,1
0822317000GL023,0435412024-03-19,1
0822317000GL023,0435412024-04-01,1
1320017000GL023,0436612024-03-19,1
1320017000GL023,0436612024-04-08,1
1320017000GL023,0436612024-05-07,1
1320010600GL023,0436622024-03-19,2
1320010600GL023,0436622024-04-08,2
1320010600GL023,0436622024-05-07,2
1160017000GL023,0438612024-03-28,1
1060014223GL023,0439312024-04-08,1
1510017000AV006,0439812024-03-19,1
1510017000AV006,0439812024-04-01,1
1060017000AV006,0439822024-03-19,2
1060017000AV006,0439822024-04-01,2
1700015100AV006,0439912024-03-19,1
1700015100AV006,0439912024-04-01,1
1700010600AV006,0439922024-03-19,2
1700010600AV006,0439922024-04-01,2
1160017000GL026,0446612024-03-19,1
1160017000GL026,0446612024-04-07,1
0822317000GL023,0448412024-03-19,1
0822317000GL023,0448412024-04-01,1
0822317000GL023,0448412024-04-08,1
0822317000GL023,0448412024-05-03,1
3010017000GL023,0456812024-04-08,1
3010008004GL023,0456822024-04-08,1
1700030100GL023,0459912024-04-08,1
0800430100GL023,0459922024-04-08,1
1700030100GL023,0460912024-04-08,1
0800430100GL023,0460922024-04-08,1
3010017000GL023,0465812024-04-08,1
3010008004GL023,0465822024-04-08,1
1700030100GL023,0466912024-04-08,1
0800430100GL023,0466922024-04-08,1
3010017000GL023,0468812024-04-08,1
3010008004GL023,0468822024-04-08,1
1700030100GL023,0480912024-03-19,1
1700030100GL023,0480912024-03-28,1
1700030100GL023,0480912024-03-30,1
1700030100GL023,0480912024-04-08,1
1700030100GL023,0480912024-05-01,1
1700030100GL023,0480912024-05-03,1
1700030100GL023,0480912024-05-07,1
1700030100GL023,0480912024-07-25,1
1700030100GL023,0480912024-07-26,1
1700030100GL023,0480912024-08-15,1
1700030100GL023,0480912024-08-16,1
1700030100GL023,0480912024-11-01,1
1700030100GL023,0480912024-11-02,1
1700030100GL023,0480912024-12-06,1
1700030100GL023,0480912024-12-07,1
0800430100GL023,0480922024-03-19,2
0800430100GL023,0480922024-03-28,2
0800430100GL023,0480922024-03-30,2
0800430100GL023,0480922024-04-08,2
0800430100GL023,0480922024-05-01,2
0800430100GL023,0480922024-05-03,2
0800430100GL023,0480922024-05-07,2
0800430100GL023,0480922024-07-25,2
0800430100GL023,0480922024-07-26,2
0800430100GL023,0480922024-08-15,2
0800430100GL023,0480922024-08-16,2
0800430100GL023,0480922024-11-01,2
0800430100GL023,0480922024-11-02,2
0800430100GL023,0480922024-12-06,2
0800430100GL023,0480922024-12-07,2
3010017000GL023,0486812024-03-19,1
3010017000GL023,0486812024-03-30,1
3010017000GL023,0486812024-04-08,1
3010017000GL023,0486812024-05-03,1
3010017000GL023,0486812024-05-07,1
3010017000GL023,0486812024-07-26,1
3010017000GL023,0486812024-08-16,1
3010017000GL023,0486812024-11-02,1
3010008004GL023,0486822024-03-19,1
3010008004GL023,0486822024-03-30,1
3010008004GL023,0486822024-04-08,1
3010008004GL023,0486822024-05-03,1
3010008004GL023,0486822024-05-07,1
3010008004GL023,0486822024-07-26,1
3010008004GL023,0486822024-08-16,1
3010008004GL023,0486822024-11-02,1
3010017000GL023,0489812024-03-19,1
3010017000GL023,0489812024-03-28,1
3010017000GL023,0489812024-03-30,1
3010017000GL023,0489812024-04-08,1
3010017000GL023,0489812024-05-01,1
3010017000GL023,0489812024-05-03,1
3010017000GL023,0489812024-05-07,1
3010017000GL023,0489812024-07-25,1
3010017000GL023,0489812024-07-26,1
3010017000GL023,0489812024-08-15,1
3010017000GL023,0489812024-08-16,1
3010017000GL023,0489812024-11-01,1
3010017000GL023,0489812024-11-02,1
3010017000GL023,0489812024-12-06,1
3010017000GL023,0489812024-12-07,1
3010008004GL023,0489822024-03-19,2
3010008004GL023,0489822024-03-28,2
3010008004GL023,0489822024-03-30,2
3010008004GL023,0489822024-04-08,2
3010008004GL023,0489822024-05-01,2
3010008004GL023,0489822024-05-03,2
3010008004GL023,0489822024-05-07,2
3010008004GL023,0489822024-07-25,2
3010008004GL023,0489822024-07-26,2
3010008004GL023,0489822024-08-15,2
3010008004GL023,0489822024-08-16,2
3010008004GL023,0489822024-11-01,2
3010008004GL023,0489822024-11-02,2
3010008004GL023,0489822024-12-06,2
3010008004GL023,0489822024-12-07,2
1700030100GL023,0489912024-03-19,1
1700030100GL023,0489912024-03-30,1
1700030100GL023,0489912024-04-08,1
1700030100GL023,0489912024-05-03,1
1700030100GL023,0489912024-05-07,1
1700030100GL023,0489912024-07-26,1
1700030100GL023,0489912024-08-16,1
1700030100GL023,0489912024-11-02,1
0800430100GL023,0489922024-03-19,1
0800430100GL023,0489922024-03-25,1
0800430100GL023,0489922024-04-01,1
0800430100GL023,0489922024-04-08,1
0800430100GL023,0489922024-04-29,1
0800430100GL023,0489922024-05-06,1
0800430100GL023,0489922024-05-07,1
0800430100GL023,0489922024-07-22,1
0800430100GL023,0489922024-07-29,1
0800430100GL023,0489922024-08-12,1
0800430100GL023,0489922024-08-19,1
0800430100GL023,0489922024-10-28,1
0800430100GL023,0489922024-11-04,1
1700030100GL023,0490912024-03-19,1
1700030100GL023,0490912024-04-08,1
1700030100GL023,0490912024-05-07,1
0800430100GL023,0490922024-03-19,1
0800430100GL023,0490922024-04-08,1
0800430100GL023,0490922024-05-07,1
3010017000GL023,0495812024-03-19,1
3010017000GL023,0495812024-04-08,1
3010017000GL023,0495812024-05-07,1
3010008004GL023,0495822024-03-19,1
3010008004GL023,0495822024-04-08,1
3010008004GL023,0495822024-05-07,1
1700030100GL023,0496912024-03-19,1
1700030100GL023,0496912024-04-08,1
1700030100GL023,0496912024-05-07,1
0800430100GL023,0496922024-03-19,1
0800430100GL023,0496922024-04-08,1
0800430100GL023,0496922024-05-07,1
3010017000GL023,0498812024-03-19,1
3010017000GL023,0498812024-04-08,1
3010017000GL023,0498812024-05-07,1
3010008004GL023,0498822024-03-19,1
3010008004GL023,0498822024-04-08,1
3010008004GL023,0498822024-05-07,1
0321617000AV006,0506112024-03-19,1
0321617000AV006,0506112024-03-30,1
0321617000AV006,0506112024-04-02,1
0321617000AV006,0506112024-05-03,1
0321617000AV006,0506112024-08-16,1
0321617000AV006,0506112024-11-02,1
0321317000AV006,0506122024-03-19,1
0321317000AV006,0506122024-03-30,1
0321317000AV006,0506122024-04-02,1
0321317000AV006,0506122024-05-03,1
0321317000AV006,0506122024-08-16,1
0321317000AV006,0506122024-11-02,1
6091117000AV006,0506312024-03-19,1
6091117000AV006,0506312024-03-30,1
6091117000AV006,0506312024-05-03,1
6091117000AV006,0506312024-08-16,1
6091117000AV006,0506312024-11-02,1
1700003216LC112,0506412024-03-19,1
1700003216LC112,0506412024-04-02,1
1700003216LC112,0506412024-04-28,1
1700003216LC112,0506412024-04-29,1
1700003216LC112,0506412024-05-05,1
1700003216LC112,0506412024-05-06,1
1700003216LC112,0506412024-05-12,1
1700003216LC112,0506412024-05-13,1
1700003216AV006,0507012024-03-19,1
1700003216AV006,0507012024-03-30,1
1700003216AV006,0507012024-04-02,1
1700003216AV006,0507012024-05-03,1
1700003216AV006,0507012024-08-16,1
1700003216AV006,0507012024-11-02,1
0321617000AV006,0507112024-03-19,1
0321617000AV006,0507112024-04-02,1
1700060911AV006,0507212024-03-19,1
1700060911AV006,0507212024-03-30,1
1700060911AV006,0507212024-05-03,1
1700060911AV006,0507212024-08-16,1
1700060911AV006,0507212024-11-02,1
1700060911AV006,0507212024-12-07,1
1101403216AV006,0508012024-03-19,1
1101403216AV006,0508012024-04-02,1
1101410600AV006,0508022024-03-19,2
1101410600AV006,0508022024-04-02,2
1700003216AV006,0508032024-03-19,2
1700003216AV006,0508032024-04-02,2
1700003216AV006,0508042024-03-19,1
1700003216AV006,0508042024-04-02,1
0321617000AV006,0508112024-03-19,1
0321617000AV006,0508112024-04-02,1
6091117000AV006,0508312024-03-19,1
1510060911AV006,0509212024-03-19,1
1700060911AV006,0509222024-03-19,2
1700060911AV006,0509232024-03-19,1
6091117000AV006,0509312024-03-19,1
0321617000LC112,0509512024-03-19,1
0321617000LC112,0509512024-04-02,1
1700003216AV006,0510012024-03-19,1
1700003216AV006,0510012024-04-02,1
1700003213AV006,0510022024-03-19,1
1700003213AV006,0510022024-04-02,1
0321617000AV006,0510112024-03-19,1
0321617000AV006,0510112024-04-02,1
0321615100AV006,0510112024-04-08,1
0321617000AV006,0510112024-05-07,1
0321317000AV006,0510122024-03-19,1
0321317000AV006,0510122024-04-02,1
0321315100AV006,0510122024-04-08,1
0321317000AV006,0510122024-05-07,1
1700060911AV006,0510212024-03-19,1
1700003216AV006,0511012024-03-19,1
1700003216AV006,0511012024-04-02,1
6091117000AV006,0511312024-03-19,1
0321617000AV006,0512112024-03-19,1
0321617000AV006,0512112024-04-02,1
1700003216LC112,0512412024-03-19,1
1700003216LC112,0512412024-04-02,1
0321617000AV006,0513112024-03-19,1
0321617000AV006,0513112024-04-02,1
1700003216AV006,0514012024-03-19,1
1700003216AV006,0514012024-04-02,1
1700003213AV006,0514022024-03-19,1
1700003213AV006,0514022024-04-02,1
1700060911AV006,0514212024-03-19,1
6091117000AV006,0514312024-03-19,1
1700003216AV006,0515012024-03-19,1
1700003216AV006,0515012024-04-02,1
1700060911AV006,0515212024-03-19,1
1700060911AV006,0515212024-03-30,1
1700060911AV006,0515212024-05-02,1
1700060911AV006,0515212024-11-02,1
6091117000AV006,0515312024-03-19,1
6091117000AV006,0515312024-03-30,1
6091117000AV006,0515312024-05-02,1
6091117000AV006,0515312024-11-02,1
0321617000LC112,0515512024-03-19,1
0321617000LC112,0515512024-04-02,1
1700003216AV006,0516012024-03-19,1
1700003216AV006,0516012024-03-30,1
1700003216AV006,0516012024-04-02,1
1700003216AV006,0516012024-05-03,1
1700003216AV006,0516012024-11-02,1
0321617000AV006,0516112024-03-19,1
0321617000AV006,0516112024-03-30,1
0321617000AV006,0516112024-04-02,1
0321617000AV006,0516112024-05-03,1
0321617000AV006,0516112024-11-02,1
0321617000AV006,0516112024-12-07,1
1700060911AV006,0516212024-03-19,1
1700003216AV006,0517012024-03-19,1
1700003216AV006,0517012024-04-02,1
0321611014AV006,0517112024-03-19,1
0321611014AV006,0517112024-04-02,1
0321617000AV006,0517122024-03-19,2
0321617000AV006,0517122024-04-02,2
1060011014AV006,0517132024-03-19,2
1060011014AV006,0517132024-04-02,2
1700060911LC112,0517812024-03-19,1
1060060911LC112,0517812024-04-08,1
1700060911LC112,0517812024-05-07,1
0321617000AV006,0518112024-03-19,1
0321617000AV006,0518112024-04-02,1
0321317000AV006,0518122024-03-19,1
0321317000AV006,0518122024-04-02,1
1700060911AV006,0518212024-03-19,1
6091115100AV006,0518312024-03-19,1
6091117000AV006,0518322024-03-19,2
1060015100AV006,0518332024-03-19,2
1700003216LC112,0518412024-03-19,1
1700003216LC112,0518412024-04-02,1
1700003216LC112,0518412024-05-15,1
0321617000AV006,0519112024-03-19,1
0321617000AV006,0519112024-04-02,1
1700060911AV006,0519212024-03-19,1
6091117000AV006,0519312024-03-19,1
6091117000AV006,0519312024-03-27,1
6091117000AV006,0519312024-03-30,1
6091117000AV006,0519312024-08-14,1
6091117000AV006,0519312024-08-17,1
6091117000AV006,0519312024-10-31,1
6091117000AV006,0519312024-11-02,1
6091117000AV006,0519312024-12-05,1
1700003216AV006,0520012024-03-19,1
1700003216AV006,0520012024-04-02,1
6091117000AV006,0520312024-03-19,1
1700003216AV006,0521012024-03-19,1
1700003216AV006,0521012024-04-02,1
1510003216AV006,0521012024-04-08,1
1510003216AV006,0521012024-04-27,1
1510003216AV006,0521012024-04-28,1
1510003216AV006,0521012024-05-04,1
1510003216AV006,0521012024-05-05,1
1700003216AV006,0521012024-05-07,1
1700003216AV006,0521012024-05-11,1
1700003216AV006,0521012024-05-12,1
1700003216AV006,0521012024-05-15,1
1700003213AV006,0521022024-03-19,1
1700003213AV006,0521022024-04-02,1
1510003213AV006,0521022024-04-08,1
1510003213AV006,0521022024-04-27,1
